setting,update,agent,actionable,actual_selected,actual_branch_outcome,actual_committed,persistent_attempt,persistent_feasible,persistent_normal_failure,persistent_consecutive_failure,last_feasible_update,B_i,state_failure,rho_state,normalized_wait,R0_score,R0_rank,R1_score,R1_rank,R2_score,R2_rank,R3_score,R3_rank,beta_realizability,consecutive_discount,floored_realizability
S1,26,2,True,True,NORMAL_FAILURE,False,10,0,10,10,,0.23750000000000002,3,0.25,1.0,0.109375,1,0.054947916666666666,1,0.05539772727272728,1,0.0685546875,1,0.08333333333333333,0.09090909090909091,0.3125
S1,26,3,True,True,NORMAL_FAILURE,False,12,2,10,5,14,0.42,5,0.16666666666666666,0.5,0.095,2,0.04,3,0.03666666666666667,2,0.05374999999999999,2,0.21428571428571427,0.16666666666666666,0.4107142857142857
S1,26,4,True,False,NOT_SELECTED,False,8,0,8,8,,0.325,4,0.2,0.0,0.065,5,0.006500000000000001,5,0.007222222222222222,5,0.021125,5,0.1,0.1111111111111111,0.325
S1,27,0,True,True,OPERATIONAL_FAILURE,False,13,1,12,11,7,0.7,7,0.125,0.5,0.11249999999999999,1,0.03666666666666667,2,0.03229166666666667,2,0.055624999999999994,2,0.13333333333333333,0.08333333333333333,0.35
S1,27,1,True,True,NORMAL_FAILURE,False,7,3,4,4,4,0.1875,3,0.25,1.0,0.096875,2,0.07083333333333333,1,0.059375000000000004,1,0.07734375,1,0.4444444444444444,0.2,0.5833333333333333
S1,27,2,True,False,NOT_SELECTED,False,11,0,11,11,,0.23750000000000002,4,0.2,0.0,0.04750000000000001,5,0.0036538461538461547,5,0.003958333333333334,5,0.014615384615384619,5,0.07692307692307693,0.08333333333333333,0.3076923076923077
S1,27,3,True,False,NOT_SELECTED,False,13,2,11,6,14,0.42,6,0.14285714285714285,0.0,0.06,4,0.012,4,0.00857142857142857,4,0.024,4,0.2,0.14285714285714285,0.4
S1,27,4,True,False,NOT_SELECTED,False,8,0,8,8,,0.325,4,0.2,0.5,0.09,3,0.0315,3,0.03222222222222222,3,0.046125,3,0.1,0.1111111111111111,0.325
S1,28,0,True,True,NORMAL_FAILURE,False,13,1,12,11,7,0.7,7,0.125,0.0,0.0875,2,0.011666666666666665,5,0.007291666666666666,4,0.030624999999999996,4,0.13333333333333333,0.08333333333333333,0.35
S1,28,1,True,False,NOT_SELECTED,False,8,3,5,5,4,0.1875,4,0.2,0.0,0.037500000000000006,5,0.015000000000000003,4,0.00625,5,0.020625000000000004,5,0.4,0.16666666666666666,0.55
S1,28,2,True,False,NOT_SELECTED,False,11,0,11,11,,0.23750000000000002,4,0.2,0.5,0.07250000000000001,4,0.028653846153846155,3,0.028958333333333336,3,0.03961538461538462,3,0.07692307692307693,0.08333333333333333,0.3076923076923077
S1,28,3,True,False,NOT_SELECTED,False,13,2,11,6,14,0.42,6,0.14285714285714285,0.5,0.08499999999999999,3,0.037000000000000005,2,0.03357142857142857,2,0.049,2,0.2,0.14285714285714285,0.4
S1,28,4,True,True,NORMAL_FAILURE,False,8,0,8,8,,0.325,4,0.2,1.0,0.115,1,0.0565,1,0.05722222222222222,1,0.07112500000000001,1,0.1,0.1111111111111111,0.325
S1,29,0,True,False,NOT_SELECTED,False,14,1,13,12,7,0.7,8,0.1111111111111111,0.0,0.07777777777777777,3,0.00972222222222222,4,0.0059829059829059825,4,0.026736111111111106,4,0.125,0.07692307692307693,0.34375
S1,29,1,True,False,NOT_SELECTED,False,8,3,5,5,4,0.1875,4,0.2,0.5,0.0625,4,0.04000000000000001,3,0.03125,3,0.045625000000000006,3,0.4,0.16666666666666666,0.55
S1,29,2,True,True,NORMAL_FAILURE,False,11,0,11,11,,0.23750000000000002,4,0.2,1.0,0.0975,2,0.053653846153846156,2,0.05395833333333334,2,0.06461538461538462,2,0.07692307692307693,0.08333333333333333,0.3076923076923077
S1,29,3,True,True,NORMAL_FAILURE,False,13,2,11,6,14,0.42,6,0.14285714285714285,1.0,0.11,1,0.062,1,0.05857142857142857,1,0.07400000000000001,1,0.2,0.14285714285714285,0.4
S1,29,4,True,False,NOT_SELECTED,False,9,0,9,9,,0.325,5,0.16666666666666666,0.0,0.05416666666666667,5,0.004924242424242425,5,0.005416666666666667,5,0.017234848484848485,5,0.09090909090909091,0.1,0.3181818181818182
S1,30,0,True,True,NORMAL_FAILURE,False,14,1,13,12,7,0.7,8,0.1111111111111111,0.5,0.10277777777777777,1,0.034722222222222224,2,0.030982905982905984,2,0.05173611111111111,2,0.125,0.07692307692307693,0.34375
S1,30,1,True,True,NORMAL_FAILURE,False,8,3,5,5,4,0.1875,4,0.2,1.0,0.08750000000000001,2,0.065,1,0.05625,1,0.07062500000000001,1,0.4,0.16666666666666666,0.55
S1,30,2,True,False,NOT_SELECTED,False,12,0,12,12,,0.23750000000000002,5,0.16666666666666666,0.0,0.03958333333333333,5,0.002827380952380952,5,0.003044871794871795,5,0.012016369047619047,5,0.07142857142857142,0.07692307692307693,0.30357142857142855
S1,30,3,True,False,NOT_SELECTED,False,14,2,12,7,14,0.42,7,0.125,0.0,0.0525,4,0.00984375,4,0.0065625,4,0.0205078125,4,0.1875,0.125,0.390625
S1,30,4,True,False,NOT_SELECTED,False,9,0,9,9,,0.325,5,0.16666666666666666,0.5,0.07916666666666666,3,0.029924242424242426,3,0.030416666666666668,3,0.042234848484848486,3,0.09090909090909091,0.1,0.3181818181818182
S1,31,0,True,False,NOT_SELECTED,False,15,1,14,13,7,0.7,9,0.1,0.0,0.06999999999999999,3,0.008235294117647058,5,0.004999999999999999,4,0.023676470588235292,4,0.11764705882352941,0.07142857142857142,0.3382352941176471
S1,31,1,True,False,NOT_SELECTED,False,9,3,6,6,4,0.1875,5,0.16666666666666666,0.0,0.03125,5,0.011363636363636364,4,0.004464285714285714,5,0.016335227272727272,5,0.36363636363636365,0.14285714285714285,0.5227272727272727
S1,31,2,True,False,NOT_SELECTED,False,12,0,12,12,,0.23750000000000002,5,0.16666666666666666,0.5,0.06458333333333333,4,0.027827380952380954,3,0.028044871794871796,3,0.03701636904761905,3,0.07142857142857142,0.07692307692307693,0.30357142857142855
S1,31,3,True,True,NORMAL_FAILURE,False,14,2,12,7,14,0.42,7,0.125,0.5,0.0775,2,0.03484375,2,0.0315625,2,0.0455078125,2,0.1875,0.125,0.390625
S1,31,4,True,True,NORMAL_FAILURE,False,9,0,9,9,,0.325,5,0.16666666666666666,1.0,0.10416666666666667,1,0.05492424242424243,1,0.05541666666666667,1,0.06723484848484848,1,0.09090909090909091,0.1,0.3181818181818182
S2,0,0,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,4,0.15,4,0.3,4,0.1875,4,0.5,1.0,0.625
S2,0,1,True,True,FEASIBLE,True,0,0,0,0,,0.3,0,1.0,0.0,0.3,2,0.15,2,0.3,2,0.1875,2,0.5,1.0,0.625
S2,0,2,True,True,FEASIBLE,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,1,0.15,1,0.3,1,0.1875,1,0.5,1.0,0.625
S2,0,3,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,3,0.15,3,0.3,3,0.1875,3,0.5,1.0,0.625
S2,0,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.3,0,1.0,0.0,0.3,5,0.15,5,0.3,5,0.1875,5,0.5,1.0,0.625
S2,1,0,True,False,NOT_SELECTED,False,0,0,0,0,,0.24285714285714285,0,1.0,1.0,0.29285714285714287,3,0.17142857142857143,4,0.29285714285714287,3,0.2017857142857143,3,0.5,1.0,0.625
S2,1,1,True,True,NORMAL_FAILURE,False,1,1,0,0,0,0.3,0,1.0,0.0,0.3,2,0.19999999999999998,1,0.3,2,0.22499999999999998,1,0.6666666666666666,1.0,0.75
S2,1,2,True,False,NOT_SELECTED,False,1,1,0,0,0,0.2642857142857143,0,1.0,0.0,0.2642857142857143,5,0.17619047619047618,3,0.2642857142857143,5,0.19821428571428573,5,0.6666666666666666,1.0,0.75
S2,1,3,True,True,FEASIBLE,True,0,0,0,0,,0.2642857142857143,0,1.0,1.0,0.3142857142857143,1,0.18214285714285716,2,0.3142857142857143,1,0.21517857142857144,2,0.5,1.0,0.625
S2,1,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.24285714285714285,0,1.0,1.0,0.29285714285714287,4,0.17142857142857143,5,0.29285714285714287,4,0.2017857142857143,4,0.5,1.0,0.625
S2,2,0,True,True,FEASIBLE,True,0,0,0,0,,0.7,0,1.0,1.0,0.75,1,0.39999999999999997,2,0.75,1,0.4875,2,0.5,1.0,0.625
S2,2,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,0.0,0.3,4,0.15,4,0.15,4,0.1875,4,0.5,0.5,0.625
S2,2,2,True,True,FEASIBLE,False,1,1,0,0,0,0.7,0,1.0,0.5,0.725,2,0.49166666666666664,1,0.725,2,0.5499999999999999,1,0.6666666666666666,1.0,0.75
S2,2,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.04285714285714285,0,1.0,0.0,0.04285714285714285,5,0.028571428571428567,5,0.04285714285714285,5,0.03214285714285714,5,0.6666666666666666,1.0,0.75
S2,2,4,True,False,NOT_SELECTED,False,0,0,0,0,,0.5333333333333333,0,1.0,1.0,0.5833333333333334,3,0.31666666666666665,3,0.5833333333333334,3,0.3833333333333333,3,0.5,1.0,0.625
S2,3,0,True,True,NORMAL_FAILURE,False,1,1,0,0,2,0.5,0,1.0,0.0,0.5,1,0.3333333333333333,1,0.5,1,0.375,1,0.6666666666666666,1.0,0.75
S2,3,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,0.3333333333333333,0.31666666666666665,4,0.16666666666666666,4,0.16666666666666666,4,0.20416666666666666,4,0.5,0.5,0.625
S2,3,2,True,False,NOT_SELECTED,False,2,2,0,0,2,0.3666666666666667,0,1.0,0.0,0.3666666666666667,3,0.275,2,0.3666666666666667,3,0.2979166666666667,2,0.75,1.0,0.8125
S2,3,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.09999999999999999,0,1.0,0.3333333333333333,0.11666666666666665,5,0.08333333333333331,5,0.11666666666666665,5,0.09166666666666666,5,0.6666666666666666,1.0,0.75
S2,3,4,True,True,FEASIBLE,True,0,0,0,0,,0.3666666666666667,0,1.0,1.0,0.4166666666666667,2,0.23333333333333334,3,0.4166666666666667,2,0.2791666666666667,3,0.5,1.0,0.625
S2,4,0,True,True,NORMAL_FAILURE,False,2,1,1,1,2,0.5,0,1.0,0.0,0.5,2,0.25,2,0.25,2,0.3125,2,0.5,0.5,0.625
S2,4,1,True,False,NOT_SELECTED,False,2,1,1,1,0,0.3,0,1.0,1.0,0.35,3,0.2,3,0.2,4,0.2375,3,0.5,0.5,0.625
S2,4,2,True,True,FEASIBLE,True,2,2,0,0,2,0.7,0,1.0,0.5,0.725,1,0.5499999999999999,1,0.725,1,0.59375,1,0.75,1.0,0.8125
S2,4,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.075,0,1.0,1.0,0.125,5,0.1,5,0.125,5,0.10625,5,0.6666666666666666,1.0,0.75
S2,4,4,True,False,NOT_SELECTED,False,1,1,0,0,3,0.25,0,1.0,0.0,0.25,4,0.16666666666666666,4,0.25,3,0.1875,4,0.6666666666666666,1.0,0.75
S2,5,0,True,False,NOT_SELECTED,False,3,1,2,2,2,0.125,0,1.0,0.0,0.125,3,0.05,4,0.041666666666666664,4,0.06875,4,0.4,0.3333333333333333,0.55
S2,5,1,True,True,NORMAL_FAILURE,False,2,1,1,1,0,0.3,0,1.0,1.0,0.35,2,0.2,2,0.2,2,0.2375,2,0.5,0.5,0.625
S2,5,2,True,True,NORMAL_FAILURE,False,3,3,0,0,4,0.5,0,1.0,0.0,0.5,1,0.4,1,0.5,1,0.42500000000000004,1,0.8,1.0,0.8500000000000001
S2,5,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,4,0.08333333333333333,3,0.1,3,0.0875,3,0.6666666666666666,1.0,0.75
S2,5,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,6,0,True,False,NOT_SELECTED,False,3,1,2,2,2,0.125,0,1.0,0.25,0.1375,3,0.0625,3,0.05416666666666667,3,0.08125,4,0.4,0.3333333333333333,0.55
S2,6,1,True,True,NORMAL_FAILURE,False,3,1,2,2,0,0.3,1,0.5,0.0,0.15,2,0.06,4,0.049999999999999996,4,0.0825,3,0.4,0.3333333333333333,0.55
S2,6,2,True,True,NORMAL_FAILURE,False,4,3,1,1,4,0.5,1,0.5,0.0,0.25,1,0.16666666666666666,1,0.125,1,0.1875,1,0.6666666666666666,0.5,0.75
S2,6,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,4,0.08333333333333333,2,0.1,2,0.0875,2,0.6666666666666666,1.0,0.75
S2,6,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,7,0,True,True,NORMAL_FAILURE,False,3,1,2,2,2,0.125,0,1.0,0.4,0.14500000000000002,2,0.07,3,0.06166666666666667,2,0.08875000000000001,2,0.4,0.3333333333333333,0.55
S2,7,1,True,False,NOT_SELECTED,False,4,1,3,3,0,0.3,2,0.3333333333333333,0.0,0.09999999999999999,4,0.033333333333333326,4,0.024999999999999998,4,0.049999999999999996,4,0.3333333333333333,0.25,0.5
S2,7,2,True,True,NORMAL_FAILURE,False,5,3,2,2,4,0.5,2,0.3333333333333333,0.0,0.16666666666666666,1,0.09523809523809523,1,0.05555555555555555,3,0.1130952380952381,1,0.5714285714285714,0.3333333333333333,0.6785714285714286
S2,7,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,3,0.08333333333333333,2,0.1,1,0.0875,3,0.6666666666666666,1.0,0.75
S2,7,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,8,0,True,False,NOT_SELECTED,False,4,1,3,3,2,0.125,1,0.5,0.0,0.0625,4,0.020833333333333332,4,0.015625,4,0.03125,4,0.3333333333333333,0.25,0.5
S2,8,1,True,True,NORMAL_FAILURE,False,4,1,3,3,0,0.3,2,0.3333333333333333,0.16666666666666666,0.10833333333333332,2,0.04166666666666666,3,0.03333333333333333,2,0.05833333333333333,3,0.3333333333333333,0.25,0.5
S2,8,2,True,True,NORMAL_FAILURE,False,6,3,3,3,4,0.5,3,0.25,0.0,0.125,1,0.0625,2,0.03125,3,0.078125,2,0.5,0.25,0.625
S2,8,3,True,False,NOT_SELECTED,False,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,3,0.08333333333333333,1,0.1,1,0.0875,1,0.6666666666666666,1.0,0.75
S2,8,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,9,0,True,False,NOT_SELECTED,False,4,1,3,3,2,0.125,1,0.5,0.14285714285714285,0.06964285714285715,4,0.027976190476190474,3,0.022767857142857142,2,0.038392857142857145,3,0.3333333333333333,0.25,0.5
S2,9,1,True,False,NOT_SELECTED,False,5,1,4,4,0,0.3,3,0.25,0.0,0.075,3,0.021428571428571425,4,0.015,4,0.03482142857142857,4,0.2857142857142857,0.2,0.4642857142857143
S2,9,2,True,True,FEASIBLE,False,7,3,4,4,4,0.5,4,0.2,0.0,0.1,1,0.044444444444444446,2,0.020000000000000004,3,0.05833333333333333,2,0.4444444444444444,0.2,0.5833333333333333
S2,9,3,True,True,FEASIBLE,True,1,1,0,0,1,0.049999999999999996,0,1.0,1.0,0.1,2,0.08333333333333333,1,0.1,1,0.0875,1,0.6666666666666666,1.0,0.75
S2,9,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,10,0,True,False,NOT_SELECTED,False,4,1,3,3,2,0.16666666666666666,0,1.0,1.0,0.21666666666666667,3,0.10555555555555556,3,0.09166666666666667,2,0.13333333333333333,3,0.3333333333333333,0.25,0.5
S2,10,1,True,True,NORMAL_FAILURE,False,5,1,4,4,0,0.3,0,1.0,0.5,0.325,2,0.11071428571428571,2,0.08499999999999999,3,0.16428571428571428,2,0.2857142857142857,0.2,0.4642857142857143
S2,10,2,True,True,NORMAL_FAILURE,False,8,4,4,0,9,0.5,0,1.0,0.0,0.5,1,0.25,1,0.5,1,0.3125,1,0.5,1.0,0.625
S2,10,3,True,False,NOT_SELECTED,False,2,2,0,0,9,0.049999999999999996,0,1.0,0.0,0.049999999999999996,4,0.0375,4,0.049999999999999996,4,0.040624999999999994,4,0.75,1.0,0.8125
S2,10,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,11,0,True,True,NORMAL_FAILURE,False,4,1,3,3,2,0.16666666666666666,0,1.0,1.0,0.21666666666666667,2,0.10555555555555556,2,0.09166666666666667,2,0.13333333333333333,2,0.3333333333333333,0.25,0.5
S2,11,1,True,False,NOT_SELECTED,False,6,1,5,5,0,0.3,1,0.5,0.0,0.15,3,0.0375,4,0.024999999999999998,4,0.065625,3,0.25,0.16666666666666666,0.4375
S2,11,2,True,True,NORMAL_FAILURE,False,9,4,5,1,9,0.5,1,0.5,0.0,0.25,1,0.11363636363636363,1,0.125,1,0.1477272727272727,1,0.45454545454545453,0.5,0.5909090909090908
S2,11,3,True,False,NOT_SELECTED,False,2,2,0,0,9,0.049999999999999996,0,1.0,0.3333333333333333,0.06666666666666667,4,0.05416666666666667,3,0.06666666666666667,3,0.05729166666666666,4,0.75,1.0,0.8125
S2,11,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,12,0,True,False,NOT_SELECTED,False,5,1,4,4,2,0.16666666666666666,1,0.5,0.0,0.08333333333333333,4,0.023809523809523808,4,0.016666666666666666,4,0.03869047619047619,4,0.2857142857142857,0.2,0.4642857142857143
S2,12,1,True,True,NORMAL_FAILURE,False,6,1,5,5,0,0.3,1,0.5,0.5,0.175,1,0.0625,3,0.05,3,0.09062500000000001,2,0.25,0.16666666666666666,0.4375
S2,12,2,True,True,NORMAL_FAILURE,False,10,4,6,2,9,0.5,2,0.3333333333333333,0.0,0.16666666666666666,2,0.06944444444444445,2,0.05555555555555555,2,0.09375,1,0.4166666666666667,0.3333333333333333,0.5625
S2,12,3,True,False,NOT_SELECTED,False,2,2,0,0,9,0.049999999999999996,0,1.0,1.0,0.1,3,0.0875,1,0.1,1,0.090625,3,0.75,1.0,0.8125
S2,12,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,13,0,True,False,NOT_SELECTED,False,5,1,4,4,2,0.16666666666666666,1,0.5,0.3333333333333333,0.09999999999999999,4,0.04047619047619047,3,0.03333333333333333,2,0.055357142857142855,3,0.2857142857142857,0.2,0.4642857142857143
S2,13,1,True,False,NOT_SELECTED,False,7,1,6,6,0,0.3,2,0.3333333333333333,0.0,0.09999999999999999,3,0.02222222222222222,4,0.014285714285714284,4,0.04166666666666666,4,0.2222222222222222,0.14285714285714285,0.41666666666666663
S2,13,2,True,True,FEASIBLE,True,11,4,7,3,9,0.5,3,0.25,0.0,0.125,1,0.04807692307692308,2,0.03125,3,0.06730769230769232,2,0.38461538461538464,0.25,0.5384615384615385
S2,13,3,True,True,NORMAL_FAILURE,False,2,2,0,0,9,0.049999999999999996,0,1.0,1.0,0.1,2,0.0875,1,0.1,1,0.090625,1,0.75,1.0,0.8125
S2,13,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,14,0,True,False,NOT_SELECTED,False,5,1,4,4,2,0.25,0,1.0,1.0,0.3,3,0.12142857142857143,2,0.1,2,0.1660714285714286,2,0.2857142857142857,0.2,0.4642857142857143
S2,14,1,True,True,NORMAL_FAILURE,False,7,1,6,6,0,0.3,0,1.0,0.5,0.325,2,0.09166666666666667,3,0.06785714285714285,3,0.15,3,0.2222222222222222,0.14285714285714285,0.41666666666666663
S2,14,2,True,True,NORMAL_FAILURE,False,12,5,7,0,13,0.5,0,1.0,0.0,0.5,1,0.21428571428571427,1,0.5,1,0.2857142857142857,1,0.42857142857142855,1.0,0.5714285714285714
S2,14,3,True,False,NOT_SELECTED,False,3,2,1,1,9,0.046153846153846156,0,1.0,0.0,0.046153846153846156,4,0.027692307692307693,4,0.023076923076923078,4,0.03230769230769231,4,0.6,0.5,0.7
S2,14,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,15,0,True,True,NORMAL_FAILURE,False,5,1,4,4,2,0.25,0,1.0,1.0,0.3,1,0.12142857142857143,1,0.1,2,0.1660714285714286,1,0.2857142857142857,0.2,0.4642857142857143
S2,15,1,True,False,NOT_SELECTED,False,8,1,7,7,0,0.3,1,0.5,0.0,0.15,3,0.03,4,0.01875,4,0.06,3,0.2,0.125,0.4
S2,15,2,True,True,FEASIBLE,True,13,5,8,1,13,0.5,1,0.5,0.0,0.25,2,0.1,2,0.125,1,0.1375,2,0.4,0.5,0.55
S2,15,3,True,False,NOT_SELECTED,False,3,2,1,1,9,0.046153846153846156,0,1.0,0.3333333333333333,0.06282051282051282,4,0.04435897435897436,3,0.03974358974358974,3,0.04897435897435898,4,0.6,0.5,0.7
S2,15,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,16,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,16,1,True,True,NORMAL_FAILURE,False,8,1,7,7,0,0.3,0,1.0,0.5,0.325,1,0.08499999999999999,1,0.0625,2,0.145,1,0.2,0.125,0.4
S2,16,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,16,3,True,True,NORMAL_FAILURE,False,3,2,1,1,9,0.046153846153846156,0,1.0,1.0,0.09615384615384616,2,0.0776923076923077,2,0.07307692307692308,1,0.0823076923076923,2,0.6,0.5,0.7
S2,16,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,17,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,17,1,True,True,NORMAL_FAILURE,False,9,1,8,8,0,0.3,1,0.5,0.0,0.15,1,0.02727272727272727,1,0.016666666666666666,1,0.05795454545454545,1,0.18181818181818182,0.1111111111111111,0.38636363636363635
S2,17,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,17,3,True,True,NORMAL_FAILURE,False,4,2,2,2,9,0.046153846153846156,1,0.5,0.0,0.023076923076923078,2,0.011538461538461539,2,0.007692307692307693,2,0.014423076923076924,2,0.5,0.3333333333333333,0.625
S2,17,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,18,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,18,1,True,True,NORMAL_FAILURE,False,10,1,9,9,0,0.3,2,0.3333333333333333,0.0,0.09999999999999999,1,0.016666666666666663,1,0.01,1,0.0375,1,0.16666666666666666,0.1,0.375
S2,18,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,18,3,True,True,NORMAL_FAILURE,False,5,2,3,3,9,0.046153846153846156,2,0.3333333333333333,0.0,0.015384615384615385,2,0.006593406593406593,2,0.0038461538461538464,2,0.008791208791208791,2,0.42857142857142855,0.25,0.5714285714285714
S2,18,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,19,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,19,1,True,True,OPERATIONAL_FAILURE,False,11,1,10,10,0,0.3,3,0.25,0.0,0.075,1,0.011538461538461539,1,0.006818181818181818,1,0.027403846153846157,1,0.15384615384615385,0.09090909090909091,0.3653846153846154
S2,19,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,19,3,True,True,NORMAL_FAILURE,False,6,2,4,4,9,0.046153846153846156,3,0.25,0.0,0.011538461538461539,2,0.004326923076923077,2,0.002307692307692308,2,0.006129807692307693,2,0.375,0.2,0.53125
S2,19,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,20,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,20,1,True,True,NORMAL_FAILURE,False,11,1,10,10,0,0.3,3,0.25,0.0,0.075,1,0.011538461538461539,1,0.006818181818181818,1,0.027403846153846157,1,0.15384615384615385,0.09090909090909091,0.3653846153846154
S2,20,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,20,3,True,True,NORMAL_FAILURE,False,7,2,5,5,9,0.046153846153846156,4,0.2,0.0,0.009230769230769232,2,0.003076923076923077,2,0.0015384615384615385,2,0.004615384615384616,2,0.3333333333333333,0.16666666666666666,0.5
S2,20,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,21,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,21,1,True,True,NORMAL_FAILURE,False,12,1,11,11,0,0.3,4,0.2,0.0,0.06,1,0.00857142857142857,1,0.004999999999999999,1,0.02142857142857143,1,0.14285714285714285,0.08333333333333333,0.35714285714285715
S2,21,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,21,3,True,True,NORMAL_FAILURE,False,8,2,6,6,9,0.046153846153846156,5,0.16666666666666666,0.0,0.007692307692307693,2,0.002307692307692308,2,0.001098901098901099,2,0.003653846153846154,2,0.3,0.14285714285714285,0.475
S2,21,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,22,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,22,1,True,True,NORMAL_FAILURE,False,13,1,12,12,0,0.3,5,0.16666666666666666,0.0,0.049999999999999996,1,0.006666666666666666,1,0.003846153846153846,1,0.017499999999999998,1,0.13333333333333333,0.07692307692307693,0.35
S2,22,2,False,False,NOT_SELECTED,False,14,6,8,0,15,,,,,,,,,,,,,0.4375,1.0,0.578125
S2,22,3,True,True,FEASIBLE,True,9,2,7,7,9,0.046153846153846156,6,0.14285714285714285,0.0,0.006593406593406593,2,0.001798201798201798,2,0.0008241758241758242,2,0.002997002997002997,2,0.2727272727272727,0.125,0.45454545454545453
S2,22,4,False,False,NOT_SELECTED,False,1,1,0,0,3,,,,,,,,,,,,,0.6666666666666666,1.0,0.75
S2,23,0,False,False,NOT_SELECTED,False,6,1,5,5,2,,,,,,,,,,,,,0.25,0.16666666666666666,0.4375
S2,23,1,True,True,NORMAL_FAILURE,False,14,1,13,13,0,0.3,0,1.0,0.0,0.3,1,0.0375,1,0.021428571428571425,2,0.103125,1,0.125,0.07142857142857142,0.34375
