dataset,homogeneity_delta_mean,intervention_effect_ci_high,intervention_effect_ci_low,intervention_effect_mean,mixed_count,mixed_mean_family_diversity,model,paired_question_count,same_count,same_mean_family_diversity,subject
mmlu,-0.33903916878731993,0.4321935974844892,0.05402134543526299,0.25235216626771484,3,0.6319432448304879,deepseek-chat,3,6,0.3151041308647711,medical_genetics
mmlu,-0.011125149952048904,0.21783460257169143,0.0,0.07261153419056382,3,0.30881537679014065,gemini-2.5-flash-lite,3,6,0.26571034704388846,medical_genetics
mmlu,-0.14612913138473152,0.46017806381246557,0.0,0.21216470903312246,3,0.5565990628835097,gpt-4o-mini,3,6,0.3775171278736648,medical_genetics
mmlu,-0.18204045763701152,0.2829523306116172,0.03425325134074553,0.17306691330051405,3,0.6046708419904689,qwen2.5-7b-instruct,3,6,0.4680710973148768,medical_genetics
mmlu,-0.5443196208712904,0.2972282787365861,0.2972282787365861,0.2972282787365861,1,0.7378737283519324,deepseek-chat,1,2,0.5334097124597326,miscellaneous
mmlu,0.0,0.0,0.0,0.0,1,0.44064544961534635,gemini-2.5-flash-lite,1,2,0.44064544961534635,miscellaneous
mmlu,0.03623329882405513,0.01577274949787799,0.01577274949787799,0.01577274949787799,1,0.49479376061102787,gpt-4o-mini,1,2,0.4790210111131499,miscellaneous
mmlu,-0.014627725052331897,-0.04575363955808637,-0.04575363955808637,-0.04575363955808637,1,0.40121607757512867,qwen2.5-7b-instruct,1,2,0.4455798405763112,miscellaneous
mmlu,-0.10174135261840134,0.05506931551582073,0.05506931551582073,0.05506931551582073,1,0.6686411790488868,deepseek-chat,1,2,0.6872679554883736,moral_disputes
mmlu,0.1912622467842135,-0.03697425227693085,-0.03697425227693085,-0.03697425227693085,1,0.5922029218430149,gemini-2.5-flash-lite,1,2,0.5391351557433481,moral_disputes
mmlu,-0.24361789296564085,0.23894224821702176,0.23894224821702176,0.23894224821702176,1,0.5852814604057556,gpt-4o-mini,1,2,0.623316083600974,moral_disputes
